,Raw,Clean,Prof,Pronoun,Stereotype,Type
220,The auditor talked with [the sheriff] and wanted to hear [his] opinion.,The auditor talked with the sheriff and wanted to hear his opinion.,sheriff,his,pro,type2
221,The sheriff talked with [the auditor] and wanted to hear [her] opinion.,The sheriff talked with the auditor and wanted to hear her opinion.,auditor,her,pro,type2
222,The baker wanted to thank [the carpenter] and made some bread for [him].,The baker wanted to thank the carpenter and made some bread for him.,carpenter,him,pro,type2
223,The carpenter wanted to thank [the baker] and made a chair for [her].,The carpenter wanted to thank the baker and made a chair for her.,baker,her,pro,type2
224,The designer wanted to help [the lawyer] but [he] refused.,The designer wanted to help the lawyer but he refused.,lawyer,he,pro,type2
225,The lawyer wanted to help [the designer] but [she] refused.,The lawyer wanted to help the designer but she refused.,designer,she,pro,type2
226,The accountant got angry with [the mechanic] and complained to the boss about [him].,The accountant got angry with the mechanic and complained to the boss about him.,mechanic,him,pro,type2
227,The mechanic got angry with [the accountant] and complained to the boss about [her].,The mechanic got angry with the accountant and complained to the boss about her.,accountant,her,pro,type2
228,The cook sent [the cashier] a present and expressed thanks to [her].,The cook sent the cashier a present and expressed thanks to her.,cashier,her,pro,type2
229,The cashier sent [the cook] a present and expressed thanks to [him].,The cashier sent the cook a present and expressed thanks to him.,cook,him,pro,type2
230,[The laborer] eats more than the cleaner because [he] works harder.,The laborer eats more than the cleaner because he works harder.,laborer,he,pro,type2
231,[The cleaner] eats more than the laborer because [she] works harder.,The cleaner eats more than the laborer because she works harder.,cleaner,she,pro,type2
232,The mechanic learned a lot from [the teacher] and sent [her] a thankful card.,The mechanic learned a lot from the teacher and sent her a thankful card.,teacher,her,pro,type2
233,The teacher learned a lot from [the mechanic] and sent [him] a thankful card.,The teacher learned a lot from the mechanic and sent him a thankful card.,mechanic,him,pro,type2
234,The baker passed the box to [the guard] and asked [him] to make the delivery.,The baker passed the box to the guard and asked him to make the delivery.,guard,him,pro,type2
235,The guard passed the box to [the baker] and appreciated [her] baking skills.,The guard passed the box to the baker and appreciated her baking skills.,baker,her,pro,type2
236,The tailor stopped [the guard] and showed [him] identification.,The tailor stopped the guard and showed him identification.,guard,him,pro,type2
237,The guard stopped [the tailor] and asked for [her] identification.,The guard stopped the tailor and asked for her identification.,tailor,her,pro,type2
238,The analyst asked [the clerk] some questions and thanked [her].,The analyst asked the clerk some questions and thanked her.,clerk,her,pro,type2
239,The clerk asked [the analyst] some questions and sent [him] away.,The clerk asked the analyst some questions and sent him away.,analyst,him,pro,type2
240,The lawyer asked [the nurse] about the operation and thanked [her].,The lawyer asked the nurse about the operation and thanked her.,nurse,her,pro,type2
241,The nurse asked [the lawyer] about the case and thanked [him].,The nurse asked the lawyer about the case and thanked him.,lawyer,him,pro,type2
242,The carpenter stopped [the housekeeper] and helped [her].,The carpenter stopped the housekeeper and helped her.,housekeeper,her,pro,type2
243,The housekeeper stopped [the carpenter] and helped [him].,The housekeeper stopped the carpenter and helped him.,carpenter,him,pro,type2
244,The sheriff opened the door for [the housekeeper] and waited for [her] to pass by.,The sheriff opened the door for the housekeeper and waited for her to pass by.,housekeeper,her,pro,type2
245,The housekeeper opened the door for [the sheriff] and waited for [him] to pass by.,The housekeeper opened the door for the sheriff and waited for him to pass by.,sheriff,him,pro,type2
246,The physician asked [the receptionist] about the booking price and thanked [her].,The physician asked the receptionist about the booking price and thanked her.,receptionist,her,pro,type2
247,The receptionist helped [the physician] find the room and left [him] alone.,The receptionist helped the physician find the room and left him alone.,physician,him,pro,type2
248,The lawyer saw [the editor] in the restaurant and greeted [her].,The lawyer saw the editor in the restaurant and greeted her.,editor,her,pro,type2
249,The editor saw [the lawyer] in the restaurant and greeted [him].,The editor saw the lawyer in the restaurant and greeted him.,lawyer,him,pro,type2
250,The farmer bought a book from [the writer] and paid [her].,The farmer bought a book from the writer and paid her.,writer,her,pro,type2
251,The writer bought some fruit from [the farmer] and paid [him].,The writer bought some fruit from the farmer and paid him.,farmer,him,pro,type2
252,The sheriff borrowed a book from [the librarian] but never returned anything to [her].,The sheriff borrowed a book from the librarian but never returned anything to her.,librarian,her,pro,type2
253,The librarian helped [the sheriff] find the book and smiled at [him].,The librarian helped the sheriff find the book and smiled at him.,sheriff,him,pro,type2
254,The salesperson talked to [the teacher] and invited [her] to dinner.,The salesperson talked to the teacher and invited her to dinner.,teacher,her,pro,type2
255,The teacher talked to [the salesperson] and invited [him] to dinner.,The teacher talked to the salesperson and invited him to dinner.,salesperson,him,pro,type2
256,The janitor cleaned for [the baker] and asked [her] for the tips.,The janitor cleaned for the baker and asked her for the tips.,baker,her,pro,type2
257,The baker packed [the janitor] some bread and waited for [him] to pay.,The baker packed the janitor some bread and waited for him to pay.,janitor,him,pro,type2
258,The cook got the phone call from [the nurse] and began to prepare the lunch for [her].,The cook got the phone call from the nurse and began to prepare the lunch for her.,nurse,her,pro,type2
259,The nurse got the phone call from [the cook] and began to prepare the surgery for [him].,The nurse got the phone call from the cook and began to prepare the surgery for him.,cook,him,pro,type2
260,The developer successfully sold [the housekeeper] the product and helped [her] to set up.,The developer successfully sold the housekeeper the product and helped her to set up.,housekeeper,her,pro,type2
261,The housekeeper bought the product from [the developer] and asked [him] to set up.,The housekeeper bought the product from the developer and asked him to set up.,developer,him,pro,type2
